flybase_transcript_id	pfam	pfam_start	pfam_end
FBtr0089471	PF00630	642	729
FBtr0089471	PF00630	738	823
FBtr0089471	PF00630	834	925
FBtr0089471	PF00630	933	1019
FBtr0089471	PF00630	1026	1117
FBtr0089471	PF00630	1126	1214
FBtr0089471	PF00630	1369	1420
FBtr0089471	PF00630	1431	1511
FBtr0089471	PF00630	1609	1695
FBtr0089471	PF00630	1729	1793
FBtr0089471	PF00630	1805	1888
FBtr0089471	PF00630	1909	1983
FBtr0089471	PF00630	1991	2076
FBtr0089471	PF00630	2119	2207
FBtr0089473	PF00630	11	48
FBtr0089473	PF00630	59	139
FBtr0089473	PF00630	237	323
FBtr0089473	PF00630	357	421
FBtr0089473	PF00630	433	516
FBtr0089473	PF00630	537	611
FBtr0089473	PF00630	619	704
FBtr0089473	PF00630	747	835
FBtr0089695	PF08395	10	353
FBtr0089894	PF00411	91	198
FBtr0089895	PF13883	40	154
FBtr0089896	PF13883	40	207
FBtr0089897	PF13883	40	207
FBtr0089957	PF00261	61	282
FBtr0089959	PF00261	67	282
FBtr0089960	PF00261	16	251
FBtr0089961	PF00261	276	386
FBtr0089962	PF00261	276	386
FBtr0089963	PF00261	513	622
FBtr0089964	PF00261	61	282
FBtr0089965	PF00261	501	708
FBtr0089965	PF12718	7	86
FBtr0089967	PF00261	61	282
FBtr0089968	PF00261	67	283
FBtr0100008	PF00168	707	813
FBtr0100008	PF00397	56	85
FBtr0100008	PF00397	103	132
FBtr0100110	NA	NA	NA
FBtr0100160	PF03165	218	325
FBtr0100160	PF03166	399	564
FBtr0100277	PF00628	1055	1113
FBtr0100277	PF00856	3231	3335
FBtr0100277	PF05964	1522	1569
FBtr0100277	PF05965	3018	3103
FBtr0100277	PF13771	1396	1473
FBtr0100331	PF00069	63	282
FBtr0100332	PF00069	71	290
FBtr0100332	PF12605	362	447
FBtr0100333	PF00069	63	282
FBtr0100333	PF12605	354	439
FBtr0100595	PF00320	285	318
FBtr0100643	PF09758	50	199
FBtr0110773	PF00089	37	262
FBtr0110811	NA	NA	NA
FBtr0110874	PF00454	2448	2694
FBtr0110874	PF02260	2738	2766
FBtr0110910	PF00186	4	179
FBtr0110961	PF00211	415	593
FBtr0110961	PF07700	2	163
FBtr0110961	PF07701	202	404
FBtr0110962	PF00211	485	661
FBtr0110962	PF07700	2	161
FBtr0110962	PF07701	219	476
FBtr0110963	PF00211	485	661
FBtr0110963	PF07700	2	161
FBtr0110963	PF07701	219	476
FBtr0110973	PF00063	326	1068
FBtr0110973	PF00612	1086	1102
FBtr0110973	PF01576	1276	1577
FBtr0110974	PF00063	563	1305
FBtr0110974	PF00612	1323	1339
FBtr0110974	PF01576	1513	1814
FBtr0112468	NA	NA	NA
FBtr0112469	NA	NA	NA
FBtr0112471	PF00014	26	76
FBtr0112473	NA	NA	NA
FBtr0112474	NA	NA	NA
FBtr0112476	NA	NA	NA
FBtr0112477	NA	NA	NA
FBtr0112514	PF06585	29	234
FBtr0112629	NA	NA	NA
FBtr0112630	PF00620	1913	2062
FBtr0112630	PF01852	2151	2332
FBtr0112631	PF00620	579	728
FBtr0112631	PF01852	817	999
FBtr0112632	PF00620	1913	2062
FBtr0112632	PF01852	2151	2332
FBtr0112667	PF10506	368	431
FBtr0112668	PF10506	283	346
FBtr0112669	PF10506	218	281
FBtr0112803	PF02469	49	159
FBtr0112803	PF02469	199	324
FBtr0112803	PF02469	345	473
FBtr0112803	PF02469	489	627
FBtr0112893	PF14545	414	552
FBtr0112926	PF10283	120	145
FBtr0112926	PF10283	161	185
FBtr0113233	NA	NA	NA
FBtr0113235	PF00570	495	555
FBtr0113235	PF01612	273	438
FBtr0113235	PF08066	44	124
FBtr0113236	PF12796	89	177
FBtr0113236	PF13606	40	68
FBtr0113236	PF13637	183	233
FBtr0113236	PF13637	531	585
FBtr0113238	PF00909	30	429
FBtr0113239	PF00651	325	419
FBtr0113240	PF00651	409	503
FBtr0113240	PF13837	21	101
FBtr0113241	PF07690	211	571
FBtr0113244	NA	NA	NA
FBtr0113397	PF00041	943	1044
FBtr0113397	PF00041	1065	1159
FBtr0113397	PF00041	1174	1260
FBtr0113397	PF00041	1274	1361
FBtr0113397	PF00041	1465	1546
FBtr0113397	PF07679	248	337
FBtr0113397	PF07679	345	433
FBtr0113397	PF07679	545	654
FBtr0113397	PF07679	844	937
FBtr0113397	PF07679	1384	1459
FBtr0113397	PF13927	439	523
FBtr0113397	PF13927	657	735
FBtr0113397	PF13927	752	825
FBtr0113398	PF07679	248	337
FBtr0113398	PF07679	345	433
FBtr0113398	PF07679	545	630
FBtr0113398	PF07679	820	913
FBtr0113398	PF13927	439	523
FBtr0113398	PF13927	633	711
FBtr0113398	PF13927	728	801
FBtr0113401	PF00089	38	255
FBtr0113477	PF00083	221	584
FBtr0114533	PF06702	221	415
FBtr0273219	PF00083	69	482
FBtr0273391	PF15045	460	517
FBtr0273405	PF00059	290	434
FBtr0289974	PF13516	301	317
FBtr0289976	PF05485	8	78
FBtr0289976	PF05485	100	165
FBtr0290013	PF00630	82	129
FBtr0290013	PF00630	140	220
FBtr0290013	PF00630	318	404
FBtr0290013	PF00630	438	502
FBtr0290013	PF00630	514	597
FBtr0290013	PF00630	618	692
FBtr0290013	PF00630	700	785
FBtr0290013	PF00630	828	916
FBtr0290014	PF00307	17	120
FBtr0290014	PF00307	140	237
FBtr0290014	PF00630	252	343
FBtr0290014	PF00630	352	443
FBtr0290014	PF00630	451	541
FBtr0290014	PF00630	550	631
FBtr0290014	PF00630	642	729
FBtr0290014	PF00630	738	823
FBtr0290014	PF00630	927	1013
FBtr0290014	PF00630	1023	1114
FBtr0290014	PF00630	1122	1208
FBtr0290014	PF00630	1215	1306
FBtr0290014	PF00630	1315	1403
FBtr0290014	PF00630	1558	1609
FBtr0290014	PF00630	1620	1700
FBtr0290014	PF00630	1798	1884
FBtr0290014	PF00630	1918	1982
FBtr0290014	PF00630	1994	2077
FBtr0290014	PF00630	2098	2172
FBtr0290014	PF00630	2180	2265
FBtr0290014	PF00630	2308	2396
FBtr0290015	PF00630	21	67
FBtr0290015	PF00630	78	158
FBtr0290015	PF00630	256	342
FBtr0290015	PF00630	376	440
FBtr0290015	PF00630	452	535
FBtr0290015	PF00630	556	630
FBtr0290015	PF00630	638	723
FBtr0290015	PF00630	766	854
FBtr0290018	PF02535	28	358
FBtr0290022	PF00137	56	115
FBtr0290022	PF00137	145	204
FBtr0290134	NA	NA	NA
FBtr0290283	PF00001	145	431
FBtr0299894	PF01391	241	297
FBtr0299894	PF01391	350	406
FBtr0299894	PF01391	493	545
FBtr0299894	PF01391	533	591
FBtr0299894	PF01391	618	670
FBtr0299894	PF01391	660	714
FBtr0299894	PF01391	687	744
FBtr0300036	PF02469	32	146
FBtr0300036	PF02469	186	311
FBtr0300036	PF02469	332	460
FBtr0300036	PF02469	476	614
FBtr0300037	PF02469	32	146
FBtr0300037	PF02469	186	311
FBtr0300037	PF02469	332	460
FBtr0300037	PF02469	476	626
FBtr0300053	PF00474	58	457
FBtr0300059	PF16030	24	133
FBtr0300060	PF00089	52	272
FBtr0300174	NA	NA	NA
FBtr0300198	NA	NA	NA
FBtr0300330	PF00233	717	949
FBtr0300330	PF01590	247	396
FBtr0300330	PF01590	431	610
FBtr0300361	NA	NA	NA
FBtr0300406	PF00089	277	511
FBtr0300406	PF16030	23	126
FBtr0300485	PF00046	139	195
FBtr0300485	PF12407	196	218
FBtr0300570	PF04062	1	172
FBtr0300628	NA	NA	NA
FBtr0300677	NA	NA	NA
FBtr0300678	NA	NA	NA
FBtr0300767	NA	NA	NA
FBtr0300865	PF03015	374	466
FBtr0300865	PF07993	27	297
FBtr0300895	NA	NA	NA
FBtr0301081	NA	NA	NA
FBtr0301089	PF14138	1	70
FBtr0301101	PF01169	100	172
FBtr0301101	PF01169	239	312
FBtr0301102	PF01169	100	172
FBtr0301102	PF01169	239	312
FBtr0301103	PF01169	100	172
FBtr0301103	PF01169	419	492
FBtr0301104	PF01169	100	172
FBtr0301104	PF01169	419	492
FBtr0301304	PF00069	63	282
FBtr0301304	PF12605	354	439
FBtr0301351	PF00001	130	416
FBtr0301433	NA	NA	NA
FBtr0301434	NA	NA	NA
FBtr0301479	PF12348	277	474
FBtr0301479	PF12348	867	1046
FBtr0301480	PF12348	277	474
FBtr0301480	PF12348	867	1046
FBtr0301498	PF00200	479	554
FBtr0301498	PF01421	269	464
FBtr0301498	PF01562	54	177
FBtr0301498	PF08516	559	678
FBtr0301499	PF00200	479	554
FBtr0301499	PF01421	269	464
FBtr0301499	PF01562	54	177
FBtr0301499	PF08516	559	678
FBtr0301514	PF00096	710	730
FBtr0301514	PF00096	736	760
FBtr0301514	PF00096	766	788
FBtr0301514	PF07776	16	89
FBtr0301526	PF03098	105	650
FBtr0301655	PF03909	273	327
FBtr0301702	PF00028	325	401
FBtr0301702	PF00028	416	503
FBtr0301702	PF00028	534	626
FBtr0301702	PF00028	1289	1380
FBtr0301702	PF00028	1422	1510
FBtr0301702	PF00028	1669	1755
FBtr0301709	PF00010	148	200
FBtr0301715	PF00176	1366	1662
FBtr0301715	PF00271	1695	1813
FBtr0301715	PF12054	654	1137
FBtr0301716	NA	NA	NA
FBtr0301726	PF15275	1228	1305
FBtr0301727	PF15275	1227	1304
FBtr0301728	PF15275	1226	1303
FBtr0301730	PF15275	1228	1305
FBtr0301731	PF15275	1228	1305
FBtr0301732	NA	NA	NA
FBtr0301845	PF00400	176	209
FBtr0301845	PF00400	225	259
FBtr0301845	PF00400	267	305
FBtr0301845	PF00400	313	349
FBtr0301845	PF00400	370	405
FBtr0301845	PF12265	22	90
FBtr0301959	PF00261	61	282
FBtr0301960	PF00261	61	282
FBtr0302142	PF15929	1	133
FBtr0302143	PF15929	1	126
FBtr0302144	PF15929	1	133
FBtr0302145	PF15929	1	133
FBtr0302146	PF15929	1	133
FBtr0302317	PF00382	94	164
FBtr0302317	PF00382	188	261
FBtr0302317	PF07741	437	532
FBtr0302317	PF08271	6	46
FBtr0302324	PF01169	100	172
FBtr0302324	PF01169	239	312
FBtr0302325	PF01169	229	302
FBtr0302370	PF00118	34	523
FBtr0302371	PF00118	34	523
FBtr0302549	PF13917	27	60
FBtr0302550	PF00249	654	696
FBtr0302550	PF04433	453	538
FBtr0302550	PF16495	888	967
FBtr0302550	PF16496	6	446
FBtr0302550	PF16498	738	802
FBtr0302551	PF15497	14	107
FBtr0302852	PF00474	58	457
FBtr0302853	NA	NA	NA
FBtr0303074	PF00096	101	123
FBtr0303074	PF00096	129	151
FBtr0303074	PF00096	158	178
FBtr0303074	PF00096	185	207
FBtr0303074	PF13912	214	236
FBtr0303074	PF13912	244	265
FBtr0303075	NA	NA	NA
FBtr0303235	PF03932	11	212
FBtr0303236	PF03932	11	212
FBtr0303260	PF00320	524	556
FBtr0303261	PF00320	524	556
FBtr0303364	PF00307	47	150
FBtr0303364	PF00307	170	267
FBtr0303364	PF00630	282	373
FBtr0303364	PF00630	382	473
FBtr0303364	PF00630	481	571
FBtr0303364	PF00630	580	661
FBtr0303364	PF00630	672	759
FBtr0303364	PF00630	768	853
FBtr0303364	PF00630	864	955
FBtr0303364	PF00630	963	1049
FBtr0303364	PF00630	1056	1147
FBtr0303364	PF00630	1156	1244
FBtr0303364	PF00630	1399	1450
FBtr0303364	PF00630	1461	1541
FBtr0303364	PF00630	1639	1725
FBtr0303364	PF00630	1759	1823
FBtr0303364	PF00630	1835	1918
FBtr0303364	PF00630	1939	2013
FBtr0303364	PF00630	2021	2106
FBtr0303364	PF00630	2149	2237
FBtr0303412	NA	NA	NA
FBtr0303413	PF00089	35	253
FBtr0303485	PF00373	494	617
FBtr0303485	PF00397	217	245
FBtr0303485	PF00595	261	332
FBtr0303486	PF00373	494	617
FBtr0303486	PF00397	217	245
FBtr0303486	PF00595	261	332
FBtr0303650	PF01391	241	297
FBtr0303650	PF01391	350	406
FBtr0303650	PF01391	493	545
FBtr0303650	PF01391	533	591
FBtr0303650	PF01391	618	675
FBtr0303650	PF01391	663	720
FBtr0303650	PF01391	699	753
FBtr0303731	NA	NA	NA
FBtr0303755	NA	NA	NA
FBtr0303795	PF05680	4	76
FBtr0303828	NA	NA	NA
FBtr0303829	NA	NA	NA
FBtr0303830	NA	NA	NA
FBtr0303831	NA	NA	NA
FBtr0303845	NA	NA	NA
FBtr0303853	NA	NA	NA
FBtr0303854	NA	NA	NA
FBtr0304678	PF13891	709	767
FBtr0304727	PF00076	9	75
FBtr0304727	PF00076	117	178
FBtr0304801	PF12348	277	474
FBtr0304801	PF12348	867	1046
FBtr0304802	PF12348	277	474
FBtr0304802	PF12348	867	1046
FBtr0304803	PF12348	277	474
FBtr0304803	PF12348	867	1046
FBtr0304804	PF00069	8	283
FBtr0304826	PF07653	1319	1381
FBtr0304826	PF07653	1449	1505
FBtr0304826	PF14604	634	676
FBtr0304827	PF07653	1292	1354
FBtr0304827	PF07653	1422	1478
FBtr0304827	PF14604	634	676
FBtr0305003	PF00069	293	545
FBtr0305003	PF00786	19	76
FBtr0305005	PF01391	241	297
FBtr0305005	PF01391	327	383
FBtr0305005	PF01391	470	522
FBtr0305005	PF01391	510	568
FBtr0305005	PF01391	595	647
FBtr0305005	PF01391	637	691
FBtr0305005	PF01391	664	721
FBtr0305006	PF01391	241	297
FBtr0305006	PF01391	332	388
FBtr0305006	PF01391	475	527
FBtr0305006	PF01391	515	573
FBtr0305006	PF01391	600	652
FBtr0305006	PF01391	642	696
FBtr0305006	PF01391	669	726
FBtr0305071	PF00069	105	307
FBtr0305071	PF12605	379	486
FBtr0305072	PF00069	97	304
FBtr0305072	PF12605	376	461
FBtr0305129	NA	NA	NA
FBtr0305130	PF03098	95	617
FBtr0305271	PF00018	448	486
FBtr0305271	PF08416	47	166
FBtr0305271	PF18016	630	693
FBtr0305308	PF08449	145	444
FBtr0305613	NA	NA	NA
FBtr0305614	NA	NA	NA
FBtr0305654	PF00261	61	282
FBtr0305655	PF12718	7	127
FBtr0305656	PF00261	16	247
FBtr0305689	NA	NA	NA
FBtr0305690	NA	NA	NA
FBtr0305691	NA	NA	NA
FBtr0305692	NA	NA	NA
FBtr0305693	NA	NA	NA
FBtr0305694	NA	NA	NA
FBtr0305695	NA	NA	NA
FBtr0305917	NA	NA	NA
FBtr0305987	NA	NA	NA
FBtr0305991	PF13883	40	207
FBtr0305998	PF00004	354	480
FBtr0305998	PF12037	36	291
FBtr0306026	PF00989	122	180
FBtr0306026	PF08447	282	366
FBtr0306027	PF00989	122	180
FBtr0306027	PF08447	282	366
FBtr0306052	PF16030	24	127
FBtr0306209	PF00651	255	363
FBtr0306209	PF07707	375	477
FBtr0306209	PF08005	521	666
FBtr0306210	PF00651	255	363
FBtr0306210	PF07707	375	477
FBtr0306210	PF08005	521	666
FBtr0306244	PF00320	216	248
FBtr0306244	PF00320	270	303
FBtr0306245	PF00211	415	593
FBtr0306245	PF07700	2	163
FBtr0306245	PF07701	202	404
FBtr0306246	PF00622	133	250
FBtr0306246	PF13920	1262	1308
FBtr0306337	PF00046	139	195
FBtr0306337	PF12407	196	218
FBtr0306642	PF15929	1	103
FBtr0306643	PF15929	1	133
FBtr0306644	PF15929	1	133
FBtr0306742	PF00046	394	450
FBtr0306819	PF16030	25	124
FBtr0306903	NA	NA	NA
FBtr0306904	NA	NA	NA
FBtr0306929	PF00089	42	272
FBtr0306930	PF00089	40	271
FBtr0307190	PF01391	72	128
FBtr0307203	PF00147	154	370
FBtr0308030	PF00137	54	113
FBtr0308030	PF00137	143	202
FBtr0308031	PF00177	88	176
FBtr0308191	PF00001	160	446
FBtr0309301	PF00083	182	550
FBtr0309302	PF00083	182	550
FBtr0309303	PF00083	182	550
FBtr0309516	NA	NA	NA
FBtr0309859	NA	NA	NA
FBtr0309860	NA	NA	NA
FBtr0309861	PF15275	1248	1325
FBtr0309862	PF15275	1247	1324
FBtr0309863	PF15275	1229	1306
FBtr0309995	PF01096	89	128
FBtr0309995	PF02150	18	55
FBtr0309996	PF00856	566	676
FBtr0309997	PF01476	41	84
FBtr0309998	PF01476	41	84
FBtr0309999	PF01476	64	107
FBtr0310000	PF15045	460	517
FBtr0310001	PF15045	460	517
FBtr0310002	PF00096	292	313
FBtr0310002	PF00096	348	368
FBtr0310002	PF00096	441	463
FBtr0310002	PF00096	469	491
FBtr0310002	PF00096	497	519
FBtr0310002	PF00096	553	573
FBtr0310002	PF00096	598	619
FBtr0310002	PF13894	523	545
FBtr0310002	PF13912	382	403
FBtr0310385	PF00385	219	268
FBtr0310385	PF00856	489	602
FBtr0310385	PF05033	370	469
FBtr0310386	PF00009	40	243
FBtr0310386	PF03144	275	357
FBtr0310386	PF09173	369	458
FBtr0310387	PF00009	32	235
FBtr0310387	PF03144	267	349
FBtr0310387	PF09173	361	450
FBtr0310428	NA	NA	NA
FBtr0310429	NA	NA	NA
FBtr0310554	PF00179	5	141
FBtr0310672	PF03909	270	324
FBtr0321264	PF03807	5	79
FBtr0321264	PF14748	143	246
FBtr0321265	PF03807	5	79
FBtr0321265	PF14748	143	246
FBtr0321266	PF00179	18	130
FBtr0330037	PF00651	205	313
FBtr0330037	PF07707	325	427
FBtr0330037	PF08005	471	616
FBtr0330039	PF03366	27	106
FBtr0330039	PF17793	866	926
FBtr0330041	PF00069	63	282
FBtr0330041	PF12605	354	439
FBtr0330045	PF13180	325	415
FBtr0330045	PF13365	141	280
FBtr0330047	PF00069	293	545
FBtr0330047	PF00786	19	76
FBtr0330048	PF00233	717	949
FBtr0330048	PF01590	247	396
FBtr0330048	PF01590	431	610
FBtr0330211	PF00041	919	1020
FBtr0330211	PF00041	1041	1135
FBtr0330211	PF00041	1150	1236
FBtr0330211	PF00041	1250	1337
FBtr0330211	PF00041	1441	1522
FBtr0330211	PF07679	248	337
FBtr0330211	PF07679	345	433
FBtr0330211	PF07679	545	630
FBtr0330211	PF07679	820	913
FBtr0330211	PF07679	1360	1435
FBtr0330211	PF13927	439	523
FBtr0330211	PF13927	633	711
FBtr0330211	PF13927	728	801
FBtr0330212	PF00041	919	1020
FBtr0330212	PF00041	1041	1135
FBtr0330212	PF00041	1150	1236
FBtr0330212	PF00041	1250	1337
FBtr0330212	PF00041	1441	1522
FBtr0330212	PF07679	248	337
FBtr0330212	PF07679	345	433
FBtr0330212	PF07679	545	630
FBtr0330212	PF07679	820	913
FBtr0330212	PF07679	1360	1435
FBtr0330212	PF13927	439	523
FBtr0330212	PF13927	633	711
FBtr0330212	PF13927	728	801
FBtr0330227	PF00069	210	411
FBtr0330227	PF01064	35	124
FBtr0330385	PF00046	469	525
FBtr0330386	PF00046	469	525
FBtr0330709	PF00046	165	221
FBtr0330711	PF00001	145	431
FBtr0331346	NA	NA	NA
FBtr0331347	NA	NA	NA
FBtr0331685	NA	NA	NA
FBtr0331686	NA	NA	NA
FBtr0331687	PF00083	27	239
FBtr0331688	PF00083	27	239
FBtr0331700	PF00224	109	293
FBtr0331700	PF02887	314	409
FBtr0331706	PF16275	274	334
FBtr0331707	NA	NA	NA
FBtr0332163	NA	NA	NA
FBtr0332167	PF00630	11	48
FBtr0332167	PF00630	59	139
FBtr0332167	PF00630	237	323
FBtr0332167	PF00630	357	421
FBtr0332167	PF00630	433	516
FBtr0332167	PF00630	537	611
FBtr0332167	PF00630	619	704
FBtr0332167	PF00630	747	835
FBtr0332177	PF04419	1	36
FBtr0332436	PF00014	26	76
FBtr0332439	PF01576	375	779
FBtr0332540	PF03932	11	212
FBtr0333276	PF05693	33	676
FBtr0333277	PF03006	101	317
FBtr0333726	PF02469	32	146
FBtr0333726	PF02469	186	311
FBtr0333726	PF02469	332	460
FBtr0333726	PF02469	476	626
FBtr0333727	PF00076	267	331
FBtr0333727	PF00076	340	403
FBtr0333727	PF08075	411	463
FBtr0333728	NA	NA	NA
FBtr0333832	PF07653	1274	1336
FBtr0333832	PF07653	1404	1460
FBtr0333832	PF14604	591	633
FBtr0333833	PF07653	1238	1300
FBtr0333833	PF07653	1368	1424
FBtr0333833	PF14604	569	622
FBtr0333917	PF00261	16	247
FBtr0333918	PF00261	61	282
FBtr0333920	PF00261	48	283
FBtr0333921	PF05712	251	418
FBtr0333921	PF11717	23	73
FBtr0333932	NA	NA	NA
FBtr0334025	NA	NA	NA
FBtr0334026	NA	NA	NA
FBtr0334027	NA	NA	NA
FBtr0334028	NA	NA	NA
FBtr0334029	PF15511	35	96
FBtr0334030	PF00069	210	411
FBtr0334030	PF01064	35	124
FBtr0334150	NA	NA	NA
FBtr0334151	NA	NA	NA
FBtr0334152	NA	NA	NA
FBtr0334285	PF00168	781	887
FBtr0334285	PF00168	956	1063
FBtr0334286	PF00168	2324	2430
FBtr0334286	PF00168	2499	2606
FBtr0334287	PF00168	1196	1302
FBtr0334287	PF00168	1371	1478
FBtr0334288	PF00168	387	493
FBtr0334288	PF00168	562	669
FBtr0334289	PF00168	279	385
FBtr0334289	PF00168	454	561
FBtr0334290	PF00168	1246	1352
FBtr0334290	PF00168	1421	1528
FBtr0334290	PF02318	221	298
FBtr0334291	PF00168	816	922
FBtr0334291	PF00168	991	1098
FBtr0334292	PF00168	3413	3519
FBtr0334292	PF00168	3588	3695
FBtr0334292	PF02318	9	85
FBtr0334293	PF00168	1246	1352
FBtr0334293	PF00168	1421	1528
FBtr0334293	PF02318	221	298
FBtr0334402	PF01607	57	114
FBtr0334402	PF01607	199	249
FBtr0334402	PF01607	484	542
FBtr0334402	PF01607	745	803
FBtr0334402	PF01607	1022	1074
FBtr0334402	PF01607	1205	1261
FBtr0334402	PF01607	1335	1388
FBtr0334402	PF01607	1523	1577
FBtr0334402	PF01607	1807	1861
FBtr0334403	PF01607	57	114
FBtr0334403	PF01607	199	249
FBtr0334403	PF01607	484	542
FBtr0334403	PF01607	745	803
FBtr0334403	PF01607	1022	1074
FBtr0334403	PF01607	1205	1261
FBtr0334403	PF01607	1335	1388
FBtr0334403	PF01607	1523	1577
FBtr0334403	PF01607	1807	1861
FBtr0334535	PF01398	49	160
FBtr0334535	PF18323	249	319
FBtr0334558	PF00188	67	213
FBtr0334588	PF00089	3	255
FBtr0334589	PF00587	206	378
FBtr0334590	PF01869	6	273
FBtr0334591	PF00708	14	100
FBtr0334592	PF15275	1227	1304
FBtr0334593	PF01074	169	499
FBtr0334593	PF07748	816	1054
FBtr0334593	PF09261	508	614
FBtr0334594	PF04062	1	172
FBtr0334595	PF00493	418	629
FBtr0334595	PF17207	248	378
FBtr0334595	PF17855	707	792
FBtr0334606	PF00069	63	282
FBtr0334606	PF12605	354	439
FBtr0334629	PF00090	652	702
FBtr0334629	PF00090	1073	1096
FBtr0334629	PF00090	1185	1207
FBtr0334629	PF01562	184	294
FBtr0334629	PF05986	831	939
FBtr0334629	PF08685	1390	1584
FBtr0334629	PF13688	353	521
FBtr0334629	PF17771	568	637
FBtr0334631	PF00651	409	503
FBtr0334631	PF13837	21	101
FBtr0334694	NA	NA	NA
FBtr0334695	PF03366	27	106
FBtr0334695	PF17793	866	926
FBtr0334696	PF14138	1	70
FBtr0334698	NA	NA	NA
FBtr0334699	PF00884	54	384
FBtr0334699	PF12548	637	794
FBtr0334700	PF00884	54	384
FBtr0334700	PF12548	637	794
FBtr0334733	PF00337	7	169
FBtr0334926	PF00211	415	593
FBtr0334926	PF07700	2	163
FBtr0334926	PF07701	202	404
FBtr0334927	PF15929	1	126
FBtr0334928	PF15929	1	131
FBtr0334930	PF04736	36	96
FBtr0334931	NA	NA	NA
FBtr0334955	PF14545	232	370
FBtr0334956	PF14545	423	561
FBtr0334957	PF14545	176	314
FBtr0334958	NA	NA	NA
FBtr0334959	PF00031	8	92
FBtr0334960	PF00031	26	111
FBtr0334961	NA	NA	NA
FBtr0335423	PF00320	285	318
FBtr0335424	PF00320	285	318
FBtr0335426	PF00320	169	201
FBtr0335426	PF00320	223	256
FBtr0335427	PF00320	117	149
FBtr0335427	PF00320	174	207
FBtr0336486	PF05063	155	335
FBtr0336487	PF06585	25	258
FBtr0336775	PF01391	241	297
FBtr0336775	PF01391	332	388
FBtr0336775	PF01391	475	527
FBtr0336775	PF01391	515	573
FBtr0336775	PF01391	603	661
FBtr0336776	PF01391	241	297
FBtr0336776	PF01391	327	383
FBtr0336776	PF01391	470	522
FBtr0336776	PF01391	510	568
FBtr0336776	PF01391	598	656
FBtr0336777	PF01391	241	297
FBtr0336777	PF01391	327	383
FBtr0336777	PF01391	470	522
FBtr0336777	PF01391	510	568
FBtr0336777	PF01391	595	647
FBtr0336777	PF01391	637	691
FBtr0336777	PF01391	664	721
FBtr0336778	PF01391	241	297
FBtr0336778	PF01391	332	388
FBtr0336778	PF01391	475	527
FBtr0336778	PF01391	515	573
FBtr0336778	PF01391	600	652
FBtr0336778	PF01391	642	696
FBtr0336778	PF01391	669	726
FBtr0336779	PF01391	241	297
FBtr0336779	PF01391	328	383
FBtr0336779	PF01391	412	470
FBtr0336779	PF01391	466	523
FBtr0336780	PF01391	241	297
FBtr0336780	PF01391	407	465
FBtr0336780	PF01391	461	518
FBtr0336781	PF01391	241	297
FBtr0336781	PF01391	327	383
FBtr0336781	PF01391	470	522
FBtr0336781	PF01391	510	568
FBtr0336781	PF01391	595	652
FBtr0336781	PF01391	640	697
FBtr0336781	PF01391	676	730
FBtr0336782	PF01391	241	297
FBtr0336782	PF01391	332	388
FBtr0336782	PF01391	475	527
FBtr0336782	PF01391	515	573
FBtr0336782	PF01391	600	657
FBtr0336782	PF01391	645	702
FBtr0336782	PF01391	681	735
FBtr0336876	PF00179	5	141
FBtr0336877	PF08450	18	277
FBtr0336878	PF08450	15	274
FBtr0337013	NA	NA	NA
FBtr0337014	NA	NA	NA
FBtr0337015	PF00175	306	406
FBtr0337015	PF00667	55	247
FBtr0337016	PF00515	168	198
FBtr0337017	PF09758	50	199
FBtr0337021	PF09334	20	380
FBtr0337042	PF00383	3	104
FBtr0337043	PF00023	613	643
FBtr0337043	PF12796	151	239
FBtr0337043	PF13637	244	294
FBtr0337053	PF00012	6	612
FBtr0337054	PF00009	40	243
FBtr0337054	PF03144	275	357
FBtr0337054	PF09173	369	458
FBtr0337059	NA	NA	NA
FBtr0337060	PF03098	151	682
FBtr0337061	PF03098	103	648
FBtr0337062	PF03098	95	617
FBtr0337063	NA	NA	NA
FBtr0337064	NA	NA	NA
FBtr0337065	NA	NA	NA
FBtr0337100	PF00307	17	120
FBtr0337100	PF00307	140	237
FBtr0337100	PF00630	252	343
FBtr0337100	PF00630	352	443
FBtr0337100	PF00630	451	541
FBtr0337100	PF00630	550	631
FBtr0337100	PF00630	642	729
FBtr0337100	PF00630	738	823
FBtr0337100	PF00630	927	1013
FBtr0337100	PF00630	1023	1114
FBtr0337100	PF00630	1122	1208
FBtr0337100	PF00630	1215	1306
FBtr0337100	PF00630	1315	1403
FBtr0337100	PF00630	1558	1609
FBtr0337100	PF00630	1620	1700
FBtr0337100	PF00630	1798	1884
FBtr0337100	PF00630	1918	1982
FBtr0337100	PF00630	1994	2077
FBtr0337100	PF00630	2098	2172
FBtr0337100	PF00630	2180	2265
FBtr0337100	PF00630	2308	2396
FBtr0337101	PF00307	47	150
FBtr0337101	PF00307	170	267
FBtr0337101	PF00630	282	373
FBtr0337101	PF00630	382	473
FBtr0337101	PF00630	481	571
FBtr0337101	PF00630	580	661
FBtr0337101	PF00630	672	759
FBtr0337101	PF00630	768	853
FBtr0337101	PF00630	957	1043
FBtr0337101	PF00630	1053	1144
FBtr0337101	PF00630	1152	1238
FBtr0337101	PF00630	1245	1336
FBtr0337101	PF00630	1345	1433
FBtr0337101	PF00630	1588	1639
FBtr0337101	PF00630	1650	1730
FBtr0337101	PF00630	1828	1914
FBtr0337101	PF00630	1948	2012
FBtr0337101	PF00630	2024	2107
