flybase_gene_id	external_gene_name	refseq_mrna
FBgn0260959	MCPH1	NM_165852
FBgn0260959	MCPH1	NM_136867
FBgn0260959	MCPH1	NM_001169652
FBgn0260959	MCPH1	NM_001169651
FBgn0017418	ari-1	NM_001272742
FBgn0017418	ari-1	NM_206777
FBgn0017418	ari-1	NM_167610
FBgn0017418	ari-1	NM_001272743
FBgn0017418	ari-1	NM_078675
FBgn0017418	ari-1	NM_001258807
FBgn0029712	CG15912	NM_131940
FBgn0263571	mir-4959	NA
FBgn0031979	CCDC53	NM_135334
FBgn0004580	Cbp53E	NM_057490
FBgn0004580	Cbp53E	NM_001299582
FBgn0040859	lncRNA:CR32658	NA
FBgn0013770	Cp1	NM_166027
FBgn0013770	Cp1	NM_001201992
FBgn0013770	Cp1	NM_079011
FBgn0013770	Cp1	NM_166026
FBgn0038029	GstD11	NM_141926
FBgn0038029	GstD11	NM_001144568
FBgn0032004	CG8292	NM_135354
FBgn0038755	Hs6st	NM_001275821
FBgn0038755	Hs6st	NM_079685
FBgn0266209	lncRNA:CR44904	NA
FBgn0261444	CG3638	NM_166872
FBgn0261444	CG3638	NM_166873
FBgn0261444	CG3638	NM_001258531
FBgn0261444	CG3638	NM_001272195
FBgn0261444	CG3638	NM_001316631
FBgn0261444	CG3638	NM_130541
FBgn0261444	CG3638	NM_166874
FBgn0261444	CG3638	NM_001316632
FBgn0065058	snoRNA:684	NA
FBgn0262534	CG43088	NM_001258741
FBgn0267082	lncRNA:CR45526	NA
FBgn0000448	Hr3	NM_001103786
FBgn0000448	Hr3	NM_176123
FBgn0000448	Hr3	NM_001347757
FBgn0000448	Hr3	NM_001259307
FBgn0000448	Hr3	NM_176121
FBgn0000448	Hr3	NM_001273925
FBgn0085460	CG34431	NM_001103753
FBgn0030998	CG14195	NM_167641
FBgn0030998	CG14195	NM_001298501
FBgn0260440	spdo	NM_170493
FBgn0032768	CG17564	NM_136110
FBgn0000251	cad	NM_057606
FBgn0000251	cad	NM_134301
FBgn0000251	cad	NM_001273712
FBgn0267330	KdelR	NM_164927
FBgn0267330	KdelR	NM_164928
FBgn0267330	KdelR	NM_057948
FBgn0030808	RhoGAP15B	NM_132955
FBgn0030808	RhoGAP15B	NM_001042817
FBgn0083936	Acp54A1	NM_001043089
FBgn0083027	snoRNA:Psi18S-531	NA
FBgn0266083	ocm	NM_001202069
FBgn0266083	ocm	NM_001299902
FBgn0266083	ocm	NM_138050
FBgn0053452	5SrRNA:CR33452	NA
FBgn0034402	CG15084	NM_137539
FBgn0032178	Spn31A	NM_135497
FBgn0037666	CR16735	NA
FBgn0265976	lncRNA:CR44755	NA
FBgn0038744	CG4733	NM_001260269
FBgn0038744	CG4733	NM_001260268
FBgn0038744	CG4733	NM_001300483
FBgn0038744	CG4733	NM_142585
FBgn0267204	lncRNA:CR45644	NA
FBgn0261853	CG42782	NM_001316417
FBgn0261853	CG42782	NM_001201981
FBgn0013681	mt:ND3	NA
FBgn0034046	tun	NM_001299539
FBgn0034046	tun	NM_001259422
FBgn0034046	tun	NM_137217
FBgn0034046	tun	NM_001259423
FBgn0038157	CG12538	NM_142036
FBgn0026315	Ugt35A1	NM_079590
FBgn0033990	CG10265	NM_137168
FBgn0033990	CG10265	NM_206117
FBgn0025641	DAAM	NM_001297842
FBgn0025641	DAAM	NM_166875
FBgn0025641	DAAM	NM_001201593
FBgn0025641	DAAM	NM_166876
FBgn0025641	DAAM	NM_001272197
FBgn0025641	DAAM	NM_130544
FBgn0003651	svp	NM_001275570
FBgn0003651	svp	NM_079601
FBgn0003651	svp	NA
FBgn0003651	svp	NM_169459
FBgn0003651	svp	NM_169458
FBgn0043853	scaRNA:MeU5-C46	NA
FBgn0264874	asRNA:CR44065	NA
FBgn0031799	Pez	NM_135169
FBgn0031799	Pez	NM_001273198
FBgn0052573	CG32573	NM_001169304
FBgn0052573	CG32573	NM_167529
FBgn0033696	Cyp6g2	NM_136900
FBgn0052482	tRNA:iMet-CAT-1-3	NA
FBgn0031702	fusl	NM_135079
FBgn0031702	fusl	NM_001298697
FBgn0031702	fusl	NM_001258961
FBgn0031702	fusl	NM_001258960
FBgn0031702	fusl	NM_164641
FBgn0031702	fusl	NM_164640
FBgn0283430	CR46273	NA
FBgn0031275	GABA-B-R3	NM_078723
FBgn0031275	GABA-B-R3	NM_001298625
FBgn0031275	GABA-B-R3	NM_001298624
FBgn0031275	GABA-B-R3	NM_164387
FBgn0031275	GABA-B-R3	NM_001298623
FBgn0031275	GABA-B-R3	NM_001169375
FBgn0031275	GABA-B-R3	NM_001258897
FBgn0263239	dar1	NM_001104023
FBgn0033791	Drl-2	NM_136991
FBgn0033791	Drl-2	NM_001299442
FBgn0264353	asRNA:CR43809	NA
FBgn0267954	lncRNA:CR46234	NA
FBgn0053225	CG33225	NM_206196
FBgn0053225	CG33225	NM_001299753
FBgn0085391	trv	NM_001276103
FBgn0085391	trv	NM_001170283
FBgn0085391	trv	NM_143352
FBgn0085391	trv	NM_001300644
FBgn0085391	trv	NM_001276104
FBgn0267500	2SrRNA:CR45840	NA
FBgn0032701	CG10341	NM_001103708
FBgn0032701	CG10341	NM_136054
FBgn0040355	CG3526	NM_166954
FBgn0040355	CG3526	NM_001103401
FBgn0030283	CG15198	NM_132473
FBgn0037022	CG11396	NM_140998
FBgn0038170	CG14367	NM_142048
FBgn0005649	Rox8	NM_170119
FBgn0005649	Rox8	NM_001275969
FBgn0005649	Rox8	NM_170117
FBgn0005649	Rox8	NM_001275968
FBgn0005649	Rox8	NM_170118
FBgn0005649	Rox8	NM_170116
FBgn0287215	lncRNA:CR46445	NA
FBgn0083036	snoRNA:Psi18S-525c	NA
FBgn0261705	CG42741	NM_137903
FBgn0262964	CR43275	NA
FBgn0024987	ssx	NM_130552
FBgn0024987	ssx	NM_001297846
FBgn0024987	ssx	NM_001297845
FBgn0024987	ssx	NM_206603
FBgn0265003	koi	NM_165491
FBgn0265003	koi	NM_001273811
FBgn0265003	koi	NM_001273810
FBgn0265003	koi	NM_165492
FBgn0265003	koi	NM_001273809
FBgn0265003	koi	NM_136396
FBgn0039536	unc80	NM_001276096
FBgn0039536	unc80	NM_001276095
FBgn0039536	unc80	NM_001276094
FBgn0039536	unc80	NM_001276093
FBgn0039536	unc80	NM_143320
FBgn0261640	CR42723	NA
FBgn0052732	Setd3	NM_167100
FBgn0053893	His4:CG33893	NM_001032151
FBgn0035196	CG9129	NM_138244
FBgn0032130	brwl	NM_135454
FBgn0032130	brwl	NM_164859
FBgn0011948	tRNA:Arg-TCG-3-1	NA
FBgn0283562	mir-9383	NA
FBgn0058469	lncRNA:CR40469	NA
FBgn0266734	CG45207	NA
FBgn0037307	Tim17a2	NM_141267
FBgn0262559	Mdh2	NM_142439
FBgn0004588	Eig71Ea	NM_079364
FBgn0033775	Cyp9h1	NM_136976
FBgn0262126	Sec24CD	NM_134820
FBgn0262126	Sec24CD	NM_001272988
FBgn0262126	Sec24CD	NM_001272989
FBgn0037326	CG14669	NM_141280
FBgn0037326	CG14669	NM_001300244
FBgn0037326	CG14669	NM_001316556
FBgn0037326	CG14669	NM_001275352
FBgn0266449	Kr-h2	NM_001298734
FBgn0266449	Kr-h2	NM_001169423
FBgn0266449	Kr-h2	NM_078766
FBgn0039796	CG12069	NM_170517
FBgn0039796	CG12069	NM_143562
FBgn0032769	CG10750	NM_136111
FBgn0032769	CG10750	NM_001299155
FBgn0266328	lncRNA:CR44993	NA
FBgn0033476	oys	NM_136702
FBgn0033476	oys	NM_001299337
FBgn0033476	oys	NM_001299338
FBgn0033476	oys	NM_001299336
FBgn0038007	Cyp313a3	NM_141913
FBgn0263507	lncRNA:CR43496	NA
FBgn0063384	snoRNA:U29:54Eb	NA
FBgn0267550	asRNA:CR45890	NA
FBgn0259870	Su(Ste):CR42439	NA
FBgn0259856	Su(Ste):CR42425	NA
FBgn0041210	HDAC4	NM_001272579
FBgn0041210	HDAC4	NM_001272578
FBgn0041210	HDAC4	NM_001258722
FBgn0041210	HDAC4	NM_001272580
FBgn0041210	HDAC4	NM_001014736
FBgn0041210	HDAC4	NM_001272581
FBgn0041210	HDAC4	NM_132640
FBgn0041210	HDAC4	NM_167356
FBgn0037039	CG10587	NM_001300207
FBgn0037039	CG10587	NM_141016
FBgn0037039	CG10587	NM_001144517
FBgn0031883	Caper	NM_001298775
FBgn0031883	Caper	NM_001298771
FBgn0031883	Caper	NM_001298774
FBgn0031883	Caper	NM_135251
FBgn0031883	Caper	NM_001298773
FBgn0031883	Caper	NM_001298772
FBgn0031883	Caper	NM_164730
FBgn0033222	CG12824	NM_136479
FBgn0033222	CG12824	NM_001103744
FBgn0037377	CG1218	NM_141332
FBgn0262420	mir-318	NA
FBgn0267254	CG45690	NM_001298879
FBgn0266983	lncRNA:CR45434	NA
FBgn0265509	lncRNA:CR44371	NA
FBgn0037743	CG8412	NM_141682
FBgn0030984	tgy	NM_133121
FBgn0030984	tgy	NM_001298496
FBgn0032163	TbCMF46	NM_135481
FBgn0000352	cos	NM_057744
FBgn0000352	cos	NM_001273836
FBgn0034141	CG8311	NM_137295
FBgn0000377	crn	NM_057770
FBgn0267702	lncRNA:CR46035	NA
FBgn0034454	CG15120	NM_137584
FBgn0262952	mt:ND4	NA
FBgn0039431	plum	NM_001260388
FBgn0039431	plum	NM_001170273
FBgn0039431	plum	NM_143225
FBgn0039431	plum	NM_001300615
FBgn0023517	Pgam5	NM_130595
FBgn0023517	Pgam5	NM_001297866
FBgn0033158	CG12164	NM_136424
FBgn0033158	CG12164	NM_001299228
FBgn0038475	Keap1	NM_142337
FBgn0038475	Keap1	NM_176508
FBgn0038475	Keap1	NM_169744
FBgn0265364	lncRNA:CR44305	NA
FBgn0058006	CG40006	NM_001042936
FBgn0286938	CR46432	NA
FBgn0065110	ppk10	NM_001038805
FBgn0284246	l(2)k09848	NM_136356
FBgn0284246	l(2)k09848	NM_001201938
FBgn0034283	CG14492	NM_137431
FBgn0263404	CG43450	NM_001260144
FBgn0032650	CG7094	NM_136007
FBgn0267726	CG46059	NM_001316400
FBgn0267726	CG46059	NM_001316401
FBgn0267726	CG46059	NM_001316399
FBgn0035911	CG6638	NM_139982
FBgn0032378	CycY	NM_135675
FBgn0032378	CycY	NM_001273465
FBgn0020655	ArfGAP1	NM_001274832
FBgn0020655	ArfGAP1	NM_079316
FBgn0032833	COX4	NM_136169
FBgn0032833	COX4	NM_206010
FBgn0032833	COX4	NM_001273683
FBgn0032833	COX4	NM_001273684
FBgn0267249	lncRNA:CR45689	NA
FBgn0038132	apn	NM_142013
FBgn0250836	Acbp3	NM_139826
FBgn0250836	Acbp3	NM_001169895
FBgn0033127	Tsp42Ef	NM_078908
FBgn0051807	CG31807	NM_001299054
FBgn0051807	CG31807	NM_165170
FBgn0030482	CG1673	NM_132656
FBgn0262424	mir-10	NA
FBgn0083976	CG34140	NM_001043109
FBgn0039264	CG11786	NM_001104436
FBgn0053538	tRNA:Arg-CCT-1-3	NA
FBgn0267089	lncRNA:CR45533	NA
FBgn0263117	CG34377	NM_001300532
FBgn0263117	CG34377	NM_001316614
FBgn0263117	CG34377	NM_001260307
FBgn0263117	CG34377	NM_142761
FBgn0263117	CG34377	NM_001275901
FBgn0035169	Dci	NM_138221
FBgn0039240	CG3744	NM_206569
FBgn0039240	CG3744	NM_143047
FBgn0039240	CG3744	NM_001276006
FBgn0039240	CG3744	NM_170177
FBgn0030217	CG2124	NM_132410
FBgn0051002	Ugt35D1	NM_143609
FBgn0032835	CG16772	NM_136171
FBgn0032835	CG16772	NM_001299163
FBgn0026141	Cdlc2	NM_058060
FBgn0026141	Cdlc2	NM_164412
FBgn0026141	Cdlc2	NM_001258907
FBgn0267445	Su(Ste):CR45795	NA
FBgn0267518	2SrRNA-Psi:CR45858	NA
FBgn0023143	Uba1	NM_001273902
FBgn0023143	Uba1	NM_057962
FBgn0266676	lncRNA:CR45166	NA
FBgn0036204	Tim13	NM_140248
FBgn0031723	CG7251	NM_135100
FBgn0031723	CG7251	NM_001298701
FBgn0053898	His2B:CG33898	NM_001032139
FBgn0284227	CG46311	NM_001347789
FBgn0034706	CG11275	NM_137805
FBgn0029715	CG11444	NM_001297934
FBgn0029715	CG11444	NM_131943
FBgn0031219	CG13694	NM_134648
FBgn0031219	CG13694	NM_001272868
FBgn0266687	lncRNA:CR45177	NA
FBgn0267523	5.8SrRNA-Psi:CR45863	NA
FBgn0264904	asRNA:CR44095	NA
FBgn0040717	Nplp4	NM_001272964
FBgn0040717	Nplp4	NM_144095
FBgn0033891	CG8067	NM_001274031
FBgn0033891	CG8067	NM_137078
FBgn0265072	lncRNA:CR44183	NA
FBgn0266354	CG45002	NM_001298429
FBgn0266354	CG45002	NM_001298428
FBgn0266354	CG45002	NM_132957
FBgn0266354	CG45002	NM_001272703
FBgn0266354	CG45002	NM_167553
FBgn0266354	CG45002	NM_001272704
FBgn0266354	CG45002	NM_001144740
FBgn0036656	CG13026	NM_140658
FBgn0036656	CG13026	NM_001300158
FBgn0037815	Rrp46	NM_141744
FBgn0040093	lectin-46Ca	NM_144376
FBgn0265422	lncRNA:CR44334	NA
FBgn0050009	lncRNA:CR30009	NA
FBgn0260027	CG42495	NM_001169993
FBgn0036593	CG13048	NM_140604
FBgn0036593	CG13048	NM_001275006
FBgn0052719	CG32719	NM_167128
FBgn0266437	CG45067	NM_001347774
FBgn0052601	betaNACtes3	NM_167407
FBgn0287630	dbf	NM_135586
FBgn0039804	CG15544	NM_001276201
FBgn0039804	CG15544	NM_143571
FBgn0260968	CG42591	NM_001169906
FBgn0033527	CG11777	NM_165776
FBgn0040723	CG5011	NM_144101
FBgn0040723	CG5011	NM_001272935
FBgn0086134	Prosalpha2	NM_079604
FBgn0027570	Nep2	NM_001259985
FBgn0027570	Nep2	NM_079503
FBgn0027570	Nep2	NM_001275331
FBgn0052176	CG32176	NM_168733
FBgn0264351	lncRNA:CR43807	NA
FBgn0000928	fs(1)Yb	NM_058146
FBgn0030578	CG5347	NM_132742
FBgn0028878	CG15269	NM_135895
FBgn0264745	CR44003	NA
FBgn0052226	Pex23	NM_168841
FBgn0032198	eEF1delta	NM_164895
FBgn0032198	eEF1delta	NM_135517
FBgn0052984	CG32984	NM_176000
FBgn0085309	CG34280	NM_001104351
FBgn0034639	CG15673	NM_137747
FBgn0035153	ebd1	NM_138206
FBgn0037933	Ho	NM_079597
FBgn0036433	CG9628	NM_001169971
FBgn0036433	CG9628	NM_168590
FBgn0036433	CG9628	NM_140453
FBgn0264724	lncRNA:CR43992	NA
FBgn0029728	CG2861	NM_001272316
FBgn0029728	CG2861	NM_167021
FBgn0029728	CG2861	NM_001272317
FBgn0029728	CG2861	NM_131961
FBgn0262194	mir-2489	NA
FBgn0050155	tRNA:Trp-CCA-1-1	NA
FBgn0283433	SdicB	NM_001316648
FBgn0037299	Vps37B	NM_001259997
FBgn0037299	Vps37B	NM_001259998
FBgn0037299	Vps37B	NM_141261
FBgn0025820	JTBR	NM_058055
FBgn0025820	JTBR	NM_001274361
FBgn0025820	JTBR	NM_001274360
FBgn0053129	CG33129	NM_001298891
FBgn0053129	CG33129	NM_001298892
FBgn0053129	CG33129	NM_176010
FBgn0053129	CG33129	NM_176009
FBgn0053129	CG33129	NM_001298893
FBgn0053129	CG33129	NM_176012
FBgn0053129	CG33129	NM_176011
FBgn0264329	CG43788	NM_001274107
FBgn0037912	sea	NM_001032006
FBgn0037912	sea	NM_001032005
FBgn0037912	sea	NM_001032007
FBgn0037912	sea	NM_001032004
FBgn0050413	CG30413	NM_166593
FBgn0085271	CG34242	NM_001144468
FBgn0085271	CG34242	NM_001104125
FBgn0035833	CG7565	NM_139914
FBgn0264822	asRNA:CR44030	NA
FBgn0050417	tbrd-3	NM_166592
FBgn0030614	CG9072	NM_132774
FBgn0085474	CG34445	NM_001103950
FBgn0037279	CG1129	NM_001202248
FBgn0037279	CG1129	NM_169021
FBgn0037279	CG1129	NM_001300235
FBgn0037279	CG1129	NM_141241
FBgn0027073	Ugt49B1	NM_137719
FBgn0011737	Wee1	NM_057687
FBgn0011737	Wee1	NM_001273238
FBgn0283450	Glo1	NM_136426
FBgn0038145	Droj2	NM_169519
FBgn0038145	Droj2	NM_169522
FBgn0038145	Droj2	NM_169521
FBgn0038145	Droj2	NM_169520
FBgn0038145	Droj2	NM_142026
FBgn0023515	CG14814	NM_001297864
FBgn0023515	CG14814	NM_166909
FBgn0023515	CG14814	NM_130591
FBgn0031114	cactin	NM_078698
FBgn0267568	asRNA:CR45908	NA
FBgn0259726	CG42380	NM_001144264
FBgn0259726	CG42380	NM_001144265
FBgn0033547	CG12935	NM_001273943
FBgn0033547	CG12935	NM_136765
FBgn0032439	Ref2	NM_135730
FBgn0032439	Ref2	NM_001259078
FBgn0032439	Ref2	NM_001259079
FBgn0032817	CG10631	NM_136154
FBgn0036105	Blos4	NM_140157
FBgn0036105	Blos4	NM_001274760
FBgn0036825	RpL26	NM_001316443
FBgn0036825	RpL26	NM_001275096
FBgn0036825	RpL26	NM_140813
FBgn0262571	CG43111	NM_001259506
FBgn0050055	lncRNA:CR30055	NA
FBgn0053293	CG33293	NM_206428
FBgn0263561	mir-4984	NA
FBgn0263504	lncRNA:CR43493	NA
FBgn0051694	CG31694	NM_164511
FBgn0032620	CG12288	NM_135978
FBgn0004856	Bx42	NM_001272441
FBgn0004856	Bx42	NM_078538
FBgn0266742	lncRNA:CR45215	NA
FBgn0032751	CG17343	NM_136096
FBgn0038740	CG4562	NM_001275818
FBgn0038740	CG4562	NM_142581
FBgn0038740	CG4562	NM_001275817
FBgn0038740	CG4562	NM_001275816
FBgn0038740	CG4562	NM_001104371
FBgn0267138	lncRNA:CR45578	NA
FBgn0082973	snoRNA:Psi28S-3308	NA
FBgn0261831	CG42763	NM_001201788
FBgn0263376	CG43428	NA
FBgn0000406	Cyt-b5-r	NM_057806
FBgn0000406	Cyt-b5-r	NM_001273585
FBgn0001297	kay	NM_001300662
FBgn0001297	kay	NM_001032406
FBgn0001297	kay	NM_001032405
FBgn0001297	kay	NM_001032407
FBgn0001297	kay	NM_001032408
FBgn0085203	CG34174	NM_001103587
FBgn0034416	CG15109	NM_001014534
FBgn0034416	CG15109	NM_166320
FBgn0034416	CG15109	NM_137550
FBgn0039821	CG15556	NM_143588
FBgn0039821	CG15556	NM_001260451
FBgn0039821	CG15556	NM_001260450
FBgn0000120	Arr1	NM_001299096
FBgn0000120	Arr1	NM_057333
FBgn0000120	Arr1	NM_001259144
FBgn0264479	lncRNA:CR43887	NA
FBgn0264077	Cnx14D	NM_132903
FBgn0028968	gammaCOP	NM_170553
FBgn0028968	gammaCOP	NM_001276216
FBgn0028968	gammaCOP	NM_079869
FBgn0028968	gammaCOP	NM_001170313
FBgn0031818	CG9536	NM_001201777
FBgn0031818	CG9536	NM_135189
FBgn0036229	CG7248	NM_140273
FBgn0035189	CG9119	NM_138237
FBgn0266780	lncRNA:CR45245	NA
FBgn0034736	gas	NM_137834
FBgn0035325	CG13806	NM_139451
FBgn0013767	Crz	NM_079626
FBgn0014143	croc	NM_079478
FBgn0030050	CG12111	NM_132263
FBgn0030050	CG12111	NM_001272412
FBgn0036918	Pfdn6	NM_001275150
FBgn0036918	Pfdn6	NM_140902
FBgn0267188	lncRNA:CR45628	NA
FBgn0261788	Ank2	NM_001202141
FBgn0261788	Ank2	NM_139891
FBgn0261788	Ank2	NM_001202135
FBgn0261788	Ank2	NM_001274606
FBgn0261788	Ank2	NM_001202139
FBgn0261788	Ank2	NM_001104065
FBgn0261788	Ank2	NM_001300041
FBgn0261788	Ank2	NM_168227
FBgn0261788	Ank2	NM_001104068
FBgn0261788	Ank2	NM_001274608
FBgn0261788	Ank2	NM_001104066
FBgn0261788	Ank2	NM_001300043
FBgn0261788	Ank2	NM_001202140
FBgn0261788	Ank2	NM_001202138
FBgn0261788	Ank2	NM_001104069
FBgn0261788	Ank2	NM_001104064
FBgn0261788	Ank2	NM_001274607
FBgn0261788	Ank2	NM_001202136
FBgn0261788	Ank2	NM_001104063
FBgn0261788	Ank2	NM_001300042
FBgn0265163	lncRNA:CR44232	NA
FBgn0052436	CG32436	NM_168898
FBgn0000022	ac	NM_057476
FBgn0028292	ric8a	NM_132322
FBgn0028292	ric8a	NM_001298119
FBgn0030596	CG12398	NM_132757
FBgn0026666	MagR	NM_001272650
FBgn0026666	MagR	NM_132834
FBgn0036465	Rpn12R	NM_206364
FBgn0266818	lncRNA:CR45280	NA
FBgn0040582	BomBc3	NM_143978
FBgn0040582	BomBc3	NM_001316505
FBgn0040582	BomBc3	NM_001275895
FBgn0266925	asRNA:CR45376	NA
FBgn0032524	Hacd2	NM_135811
FBgn0014848	Eig71Eh	NM_140537
FBgn0038390	Rbf2	NM_079648
FBgn0261999	Ca-Ma2d	NM_001273557
FBgn0261999	Ca-Ma2d	NM_165149
FBgn0029867	CG3847	NM_132089
FBgn0263106	DnaJ-1	NM_168128
FBgn0263106	DnaJ-1	NM_079212
FBgn0051675	CG31675	NM_165347
FBgn0038847	CG12278	NM_142677
FBgn0032475	Sfmbt	NM_135762
FBgn0032475	Sfmbt	NM_001144349
FBgn0032475	Sfmbt	NM_001273503
FBgn0032475	Sfmbt	NM_165026
FBgn0035641	CG5568	NM_139735
FBgn0266886	lncRNA:CR45347	NA
FBgn0284080	CG46302	NM_001347779
FBgn0034183	SmydA-6	NM_137338
FBgn0053412	5SrRNA:CR33412	NA
FBgn0034440	CG10073	NM_001274161
FBgn0034440	CG10073	NM_137573
FBgn0264827	asRNA:CR44035	NA
FBgn0264253	Send2	NM_135864
FBgn0029526	CR18166	NA
FBgn0029526	CR18166	NM_166843
FBgn0003486	spo	NM_001300014
FBgn0003486	spo	NM_139718
FBgn0052442	Arv1	NM_168921
FBgn0052442	Arv1	NM_001144523
FBgn0052442	Arv1	NM_168920
FBgn0085644	CR41423	NA
FBgn0031244	CG11601	NM_001298617
FBgn0031244	CG11601	NM_134669
FBgn0031244	CG11601	NM_001298616
FBgn0002842	sa	NM_141054
FBgn0284238	lncRNA:CR46322	NA
FBgn0031256	shv	NM_134681
FBgn0035630	CG10576	NM_139727
FBgn0035630	CG10576	NM_001300020
FBgn0035630	CG10576	NM_168130
FBgn0003512	Sry-delta	NM_079842
FBgn0083167	Neb-cGP	NM_001272479
FBgn0083167	Neb-cGP	NM_144291
FBgn0053387	5SrRNA:CR33387	NA
FBgn0266199	asRNA:CR44894	NA
FBgn0266870	lncRNA:CR45331	NA
FBgn0286880	CR46402	NA
FBgn0024909	Taf7	NM_001144551
FBgn0024909	Taf7	NM_141491
FBgn0032506	CG9395	NM_001169502
FBgn0032506	CG9395	NM_135795
FBgn0030377	CG1924	NM_132560
FBgn0030693	CG8974	NM_206725
FBgn0030693	CG8974	NM_132848
FBgn0030693	CG8974	NM_167463
FBgn0030693	CG8974	NM_167462
FBgn0030693	CG8974	NM_206726
FBgn0262983	CG43291	NM_001260164
FBgn0262983	CG43291	NM_001316577
FBgn0262983	CG43291	NM_001300395
FBgn0263654	CG43645	NM_001347768
FBgn0061469	Ube3a	NM_140195
FBgn0024542	Neos	NM_079231
FBgn0024542	Neos	NM_001274573
FBgn0053229	CG33229	NM_206223
FBgn0053229	CG33229	NM_001299958
FBgn0063383	snoRNA:U29:54Ec	NA
FBgn0038450	CG17560	NM_142310
FBgn0030814	CG4955	NM_132961
FBgn0040104	lectin-24A	NM_144380
FBgn0036937	Ir76b	NM_140919
FBgn0051438	CheB93b	NM_169959
FBgn0035645	CG5592	NM_139739
FBgn0029646	CG14423	NM_130688
FBgn0051091	CG31091	NM_001260378
FBgn0051091	CG31091	NM_170248
FBgn0262124	uex	NM_001110920
FBgn0262124	uex	NM_001301215
FBgn0262124	uex	NM_001110921
FBgn0262124	uex	NM_001276233
FBgn0259189	Ir7e	NM_001144704
FBgn0060296	pain	NM_001274247
FBgn0060296	pain	NM_001274248
FBgn0060296	pain	NM_138135
FBgn0065105	snmRNA:157	NA
FBgn0035558	CG11357	NM_001104036
FBgn0035558	CG11357	NM_001104035
FBgn0035558	CG11357	NM_139659
FBgn0035558	CG11357	NM_001259697
FBgn0275436	PheRS-m	NM_057935
FBgn0034350	CG5189	NM_137490
FBgn0034350	CG5189	NM_001144227
FBgn0038866	CG5810	NM_142695
FBgn0034432	CG7461	NM_001299682
FBgn0034432	CG7461	NM_137565
FBgn0031304	TBC1D23	NM_134725
FBgn0033243	CG14763	NM_001299246
FBgn0033243	CG14763	NA
FBgn0033243	CG14763	NM_001299247
FBgn0033243	CG14763	NM_136496
FBgn0031533	CG2772	NM_134932
FBgn0086038	snoRNA:Me28S-C1237	NA
FBgn0005664	Crys	NM_001298925
FBgn0005664	Crys	NM_057558
FBgn0024992	Spg7	NM_206616
FBgn0024992	Spg7	NM_130661
FBgn0085599	CG41284	NM_001110947
FBgn0050053	CG30053	NM_165945
FBgn0267444	Su(Ste):CR45794	NA
FBgn0263484	snoRNA:Pi4KIIalpha-a	NA
FBgn0024294	Spn43Aa	NM_080066
FBgn0038894	CG15497	NM_142719
FBgn0053461	CG33461	NM_206121
FBgn0029661	CG16781	NM_130703
FBgn0029661	CG16781	NM_001272282
FBgn0036757	Ir75a	NM_140755
FBgn0032477	CG5287	NM_135764
FBgn0039876	CG2126	NM_001276224
FBgn0039876	CG2126	NM_143638
FBgn0052846	CG32846	NM_167968
FBgn0052846	CG32846	NM_001202111
FBgn0022344	CG10340	NM_142308
FBgn0036638	CG13033	NM_140645
FBgn0038550	CG17801	NM_142403
FBgn0266228	lncRNA:CR44923	NA
FBgn0014076	Vm32E	NM_057755
FBgn0014076	Vm32E	NM_001298908
FBgn0038366	CG4576	NM_142238
FBgn0038989	CG6937	NM_142809
FBgn0262297	mir-2496	NA
FBgn0031573	CG3407	NM_134965
FBgn0086675	fne	NM_001258717
FBgn0086675	fne	NM_001258719
FBgn0086675	fne	NM_001258718
FBgn0086675	fne	NM_001298244
FBgn0086675	fne	NM_001258720
FBgn0086675	fne	NM_001103495
FBgn0086675	fne	NM_001272569
FBgn0086675	fne	NM_132614
FBgn0086675	fne	NM_001272568
FBgn0026441	ear	NM_001275666
FBgn0026441	ear	NM_143722
FBgn0026441	ear	NM_001275667
FBgn0003983	Vm34Ca	NM_057437
FBgn0031252	CG13690	NM_134677
FBgn0040372	G9a	NM_001272159
FBgn0040372	G9a	NM_130478
FBgn0054001	CG34001	NM_001038910
FBgn0054001	CG34001	NM_001274752
FBgn0032405	firl	NM_001038811
FBgn0032405	firl	NM_001298938
FBgn0032405	firl	NM_001259068
FBgn0085305	CG34276	NM_001275687
FBgn0085305	CG34276	NM_001104340
FBgn0024985	Rilpl	NM_130554
FBgn0024985	Rilpl	NM_001272203
FBgn0024985	Rilpl	NM_001272204
FBgn0040308	Jafrac2	NM_001274421
FBgn0040308	Jafrac2	NM_080263
FBgn0040308	Jafrac2	NM_167971
FBgn0033927	CR10102	NA
FBgn0038980	Octbeta1R	NM_142800
FBgn0038980	Octbeta1R	NM_001275914
FBgn0038980	Octbeta1R	NM_001038975
FBgn0038980	Octbeta1R	NM_001170219
FBgn0016119	ATPsynCF6	NM_057846
FBgn0016119	ATPsynCF6	NM_001275944
FBgn0016119	ATPsynCF6	NM_001260335
FBgn0026369	Sara	NM_079990
FBgn0053405	5SrRNA:CR33405	NA
FBgn0037086	CG7202	NM_141060
FBgn0259959	Sfp26Ac	NM_001169421
FBgn0017430	Nelf-E	NM_139984
FBgn0052626	AMPdeam	NM_167386
FBgn0052626	AMPdeam	NM_001298304
FBgn0052626	AMPdeam	NM_001298305
FBgn0052626	AMPdeam	NM_001258731
FBgn0052626	AMPdeam	NM_132703
FBgn0052626	AMPdeam	NM_167384
FBgn0052626	AMPdeam	NM_001258730
