study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB12982	SAMEA3892036	ERS1079170	ERX1513057	ERR1442680	7955	Danio rerio	Illumina HiSeq 2500	16564967	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442680/ERR1442680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442680/ERR1442680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442680/ERR1442680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442680/ERR1442680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#30.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#30.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#30.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#30.cram.crai	ZMP_phenotype_120_E
PRJEB12982	SAMEA3892037	ERS1079171	ERX1513058	ERR1442681	7955	Danio rerio	Illumina HiSeq 2500	16564979	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442681/ERR1442681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442681/ERR1442681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442681/ERR1442681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442681/ERR1442681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#31.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#31.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#31.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#31.cram.crai	ZMP_phenotype_121_A
PRJEB12982	SAMEA3892038	ERS1079172	ERX1513059	ERR1442682	7955	Danio rerio	Illumina HiSeq 2500	16564991	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442682/ERR1442682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442682/ERR1442682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442682/ERR1442682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442682/ERR1442682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#32.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#32.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#32.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#32.cram.crai	ZMP_phenotype_121_B
PRJEB12982	SAMEA3892040	ERS1079174	ERX1513060	ERR1442683	7955	Danio rerio	Illumina HiSeq 2500	16564908	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442683/ERR1442683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442683/ERR1442683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442683/ERR1442683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442683/ERR1442683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#33.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#33.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#33.cram.crai	ZMP_phenotype_121_C
PRJEB12982	SAMEA3892041	ERS1079175	ERX1513061	ERR1442684	7955	Danio rerio	Illumina HiSeq 2500	16564920	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442684/ERR1442684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442684/ERR1442684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442684/ERR1442684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442684/ERR1442684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#34.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#34.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#34.cram.crai	ZMP_phenotype_121_D
PRJEB12982	SAMEA3892042	ERS1079176	ERX1513062	ERR1442685	7955	Danio rerio	Illumina HiSeq 2500	16564932	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442685/ERR1442685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442685/ERR1442685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442685/ERR1442685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442685/ERR1442685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#35.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#35.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#35.cram.crai	ZMP_phenotype_121_E
PRJEB12982	SAMEA3892044	ERS1079178	ERX1513063	ERR1442686	7955	Danio rerio	Illumina HiSeq 2500	16564944	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442686/ERR1442686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442686/ERR1442686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442686/ERR1442686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442686/ERR1442686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#36.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#36.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#36.cram.crai	ZMP_phenotype_122_A
PRJEB12982	SAMEA3892045	ERS1079179	ERX1513064	ERR1442687	7955	Danio rerio	Illumina HiSeq 2500	16564956	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442687/ERR1442687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442687/ERR1442687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442687/ERR1442687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442687/ERR1442687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#37.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#37.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#37.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#37.cram.crai	ZMP_phenotype_122_B
PRJEB12982	SAMEA3892046	ERS1079180	ERX1513065	ERR1442688	7955	Danio rerio	Illumina HiSeq 2500	16564968	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442688/ERR1442688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442688/ERR1442688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442688/ERR1442688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442688/ERR1442688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#38.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#38.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#38.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#38.cram.crai	ZMP_phenotype_122_C
PRJEB12982	SAMEA3892047	ERS1079181	ERX1513066	ERR1442689	7955	Danio rerio	Illumina HiSeq 2500	16564980	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442689/ERR1442689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442689/ERR1442689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442689/ERR1442689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442689/ERR1442689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#39.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#39.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#39.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#39.cram.crai	ZMP_phenotype_122_D
PRJEB12982	SAMEA3892049	ERS1079183	ERX1513067	ERR1442690	7955	Danio rerio	Illumina HiSeq 2500	16564992	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442690/ERR1442690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442690/ERR1442690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442690/ERR1442690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442690/ERR1442690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#40.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#40.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#40.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#40.cram.crai	ZMP_phenotype_122_F
PRJEB12982	SAMEA3892050	ERS1079184	ERX1513068	ERR1442691	7955	Danio rerio	Illumina HiSeq 2500	16564909	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442691/ERR1442691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442691/ERR1442691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442691/ERR1442691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442691/ERR1442691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#41.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#41.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#41.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#41.cram.crai	ZMP_phenotype_123_B
PRJEB12982	SAMEA3892051	ERS1079185	ERX1513069	ERR1442692	7955	Danio rerio	Illumina HiSeq 2500	16564921	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442692/ERR1442692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442692/ERR1442692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442692/ERR1442692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442692/ERR1442692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#42.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#42.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#42.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#42.cram.crai	ZMP_phenotype_123_C
PRJEB12982	SAMEA3892052	ERS1079186	ERX1513070	ERR1442693	7955	Danio rerio	Illumina HiSeq 2500	16564933	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442693/ERR1442693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442693/ERR1442693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442693/ERR1442693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442693/ERR1442693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#43.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#43.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#43.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#43.cram.crai	ZMP_phenotype_123_D
PRJEB12982	SAMEA3892054	ERS1079188	ERX1513071	ERR1442694	7955	Danio rerio	Illumina HiSeq 2500	16564945	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442694/ERR1442694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442694/ERR1442694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442694/ERR1442694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442694/ERR1442694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#44.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#44.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#44.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#44.cram.crai	ZMP_phenotype_123_F
PRJEB12982	SAMEA3892055	ERS1079189	ERX1513072	ERR1442695	7955	Danio rerio	Illumina HiSeq 2500	16564957	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442695/ERR1442695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442695/ERR1442695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442695/ERR1442695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442695/ERR1442695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#45.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#45.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#45.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#45.cram.crai	ZMP_phenotype_123_G
PRJEB12982	SAMEA3892056	ERS1079190	ERX1513073	ERR1442696	7955	Danio rerio	Illumina HiSeq 2500	16564969	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442696/ERR1442696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442696/ERR1442696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442696/ERR1442696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442696/ERR1442696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#46.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#46.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#46.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#46.cram.crai	ZMP_phenotype_124_B
PRJEB12982	SAMEA3892057	ERS1079191	ERX1513074	ERR1442697	7955	Danio rerio	Illumina HiSeq 2500	16564981	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442697/ERR1442697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442697/ERR1442697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442697/ERR1442697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442697/ERR1442697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#47.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#47.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#47.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#47.cram.crai	ZMP_phenotype_124_C
PRJEB12982	SAMEA3892058	ERS1079192	ERX1513075	ERR1442698	7955	Danio rerio	Illumina HiSeq 2500	16564993	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442698/ERR1442698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442698/ERR1442698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442698/ERR1442698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442698/ERR1442698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#48.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#48.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#48.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#48.cram.crai	ZMP_phenotype_124_D
PRJEB12982	SAMEA3892060	ERS1079194	ERX1513076	ERR1442699	7955	Danio rerio	Illumina HiSeq 2500	16564910	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442699/ERR1442699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442699/ERR1442699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442699/ERR1442699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442699/ERR1442699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#49.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#49.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#49.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#49.cram.crai	ZMP_phenotype_124_E
PRJEB12982	SAMEA3892061	ERS1079195	ERX1513077	ERR1442700	7955	Danio rerio	Illumina HiSeq 2500	16564922	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442700/ERR1442700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442700/ERR1442700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442700/ERR1442700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442700/ERR1442700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#50.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#50.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#50.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#50.cram.crai	ZMP_phenotype_124_F
PRJEB12982	SAMEA3892063	ERS1079197	ERX1513078	ERR1442701	7955	Danio rerio	Illumina HiSeq 2500	16564934	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442701/ERR1442701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442701/ERR1442701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442701/ERR1442701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442701/ERR1442701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#51.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#51.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#51.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#51.cram.crai	ZMP_phenotype_125_B
PRJEB12982	SAMEA3892064	ERS1079198	ERX1513079	ERR1442702	7955	Danio rerio	Illumina HiSeq 2500	16564946	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#52.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#52.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#52.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#52.cram.crai	ZMP_phenotype_125_C
PRJEB12982	SAMEA3892065	ERS1079199	ERX1513080	ERR1442703	7955	Danio rerio	Illumina HiSeq 2500	16564958	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#53.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#53.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#53.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#53.cram.crai	ZMP_phenotype_125_D
PRJEB12982	SAMEA3892066	ERS1079200	ERX1513081	ERR1442704	7955	Danio rerio	Illumina HiSeq 2500	16564970	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#54.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#54.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#54.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#54.cram.crai	ZMP_phenotype_125_E
PRJEB12982	SAMEA3892067	ERS1079201	ERX1513082	ERR1442705	7955	Danio rerio	Illumina HiSeq 2500	16564982	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#55.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#55.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#55.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#55.cram.crai	ZMP_phenotype_125_F
PRJEB12982	SAMEA3892069	ERS1079203	ERX1513083	ERR1442706	7955	Danio rerio	Illumina HiSeq 2500	16564994	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#56.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#56.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#56.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#56.cram.crai	ZMP_phenotype_126_B
PRJEB12982	SAMEA3892070	ERS1079204	ERX1513084	ERR1442707	7955	Danio rerio	Illumina HiSeq 2500	16564911	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442707/ERR1442707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442707/ERR1442707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442707/ERR1442707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442707/ERR1442707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#57.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#57.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#57.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_2#57.cram.crai	ZMP_phenotype_126_C
